permit_number,issue_date,estimated_completion,city,state,county,fips_code,latitude,longitude,permit_type,zoning_classification,square_footage,project_valuation,status,contractor_licensed,environmental_review,flood_zone,nearest_epa_station,data_source,public_record
BP-2025348,2026-05-12,2027-06-13,Norman,OK,Cleveland,40027,36.884059,-97.007372,Mixed-Use Development,M-1 Medical District,38838,10915093.85,Completed,Yes,Passed,Zone X,20-173-0001,Municipal Building Permit Registry,Yes
BP-2025349,2025-01-07,2025-08-30,Tulsa,OK,Tulsa,40143,36.894286,-96.702446,Retail Complex,C-1 Neighborhood Commercial,83393,10614404.43,Issued,Yes,Passed,No,20-173-0001,Municipal Building Permit Registry,Yes
BP-2025350,2026-04-09,2026-09-18,Broken Arrow,OK,Tulsa,40143,35.629907,-96.201099,Food Processing Facility,I-2 Heavy Industrial,67234,20696453.27,Issued,Yes,Pending,Zone AE,40-109-0101,Municipal Building Permit Registry,Yes
BP-2025351,2025-12-27,2026-11-21,Wichita,KS,Sedgwick,20173,35.813034,-95.951838,Retail Complex,M-1 Medical District,61034,14683907.97,Under Review,Yes,Pending,No,40-143-0001,Municipal Building Permit Registry,Yes
BP-2025352,2025-04-17,2025-07-29,Wichita,KS,Sedgwick,20173,36.740695,-95.863468,Commercial Renovation,I-2 Heavy Industrial,45924,9093479.23,Issued,Yes,Pending,Zone X,40-143-0001,Municipal Building Permit Registry,Yes
BP-2025353,2025-04-13,2026-04-16,Broken Arrow,OK,Tulsa,40143,37.140392,-97.396553,Office Park,C-1 Neighborhood Commercial,24572,5706557.37,Issued,Yes,Passed,No,20-173-0001,Municipal Building Permit Registry,Yes
BP-2025354,2026-05-28,2027-01-26,Tulsa,OK,Tulsa,40143,35.500274,-96.684454,Industrial Build-Out,PUD Planned Unit Development,24727,5773060.71,Issued,Pending,Passed,No,20-173-0001,Municipal Building Permit Registry,Yes
BP-2025355,2026-01-14,2026-05-07,Norman,OK,Cleveland,40027,36.10903,-96.894339,Retail Complex,C-2 General Commercial,10480,2609280.1,Issued,Yes,Passed,Zone X,20-173-0001,Municipal Building Permit Registry,Yes
BP-2025356,2025-01-05,2026-02-06,Oklahoma City,OK,Oklahoma,40109,36.604392,-97.17539,Medical Facility,C-2 General Commercial,53280,11022530.4,Completed,Pending,Passed,No,40-109-0101,Municipal Building Permit Registry,Yes
BP-2025357,2026-01-20,2027-04-12,Wichita,KS,Sedgwick,20173,37.600661,-96.862335,Industrial Build-Out,M-1 Medical District,52639,11191810.57,Issued,Yes,Passed,Zone X,40-143-0001,Municipal Building Permit Registry,Yes
BP-2025358,2026-06-10,2027-11-03,Norman,OK,Cleveland,40027,37.465965,-95.911421,Food Processing Facility,C-1 Neighborhood Commercial,19103,4553081.56,Issued,Yes,Pending,Zone X,40-143-0001,Municipal Building Permit Registry,Yes
BP-2025359,2025-03-09,2026-05-03,Wichita,KS,Sedgwick,20173,35.878745,-97.346777,Data Center,I-2 Heavy Industrial,16565,2138562.43,Issued,Yes,Pending,Zone AE,40-109-0101,Municipal Building Permit Registry,Yes
BP-2025360,2026-02-24,2026-08-18,Norman,OK,Cleveland,40027,36.688288,-96.279763,Mixed-Use Development,C-1 Neighborhood Commercial,3187,789426.92,Issued,Yes,Passed,No,40-109-0101,Municipal Building Permit Registry,Yes
BP-2025361,2026-01-11,2026-07-11,Broken Arrow,OK,Tulsa,40143,35.918549,-96.440979,Medical Facility,I-1 Light Industrial,26793,5878367.05,Under Review,Pending,Passed,No,40-143-0001,Municipal Building Permit Registry,Yes
BP-2025362,2026-01-30,2027-07-19,Tulsa,OK,Tulsa,40143,36.945767,-96.936606,Data Center,PUD Planned Unit Development,7801,1527720.75,Issued,Yes,Passed,No,20-173-0001,Municipal Building Permit Registry,Yes
BP-2025363,2025-10-29,2026-02-04,Oklahoma City,OK,Oklahoma,40109,37.039089,-96.068272,Food Processing Facility,C-2 General Commercial,71688,18904971.67,Completed,Yes,Pending,Zone AE,40-109-0101,Municipal Building Permit Registry,Yes
BP-2025364,2025-03-18,2025-07-14,Broken Arrow,OK,Tulsa,40143,36.158678,-96.62507,Industrial Build-Out,C-2 General Commercial,70112,13840858.94,Issued,Yes,Pending,No,40-143-0001,Municipal Building Permit Registry,Yes
BP-2025365,2025-11-16,2027-03-20,Oklahoma City,OK,Oklahoma,40109,35.829907,-97.435431,Food Processing Facility,C-1 Neighborhood Commercial,16559,2461573.12,Issued,Yes,Passed,No,20-173-0001,Municipal Building Permit Registry,Yes
BP-2025366,2025-04-29,2026-05-01,Wichita,KS,Sedgwick,20173,35.38563,-96.135455,Medical Facility,PUD Planned Unit Development,34997,4501565.38,Issued,Yes,Passed,No,40-109-0101,Municipal Building Permit Registry,Yes
BP-2025367,2025-11-20,2026-05-17,Tulsa,OK,Tulsa,40143,37.496567,-96.079985,Mixed-Use Development,I-2 Heavy Industrial,60477,16451195.15,Issued,Yes,Pending,Zone X,40-109-0101,Municipal Building Permit Registry,Yes
BP-2025368,2025-05-02,2026-01-19,Wichita,KS,Sedgwick,20173,37.485715,-97.306467,Mixed-Use Development,C-2 General Commercial,41469,8101919.03,Completed,Yes,Passed,Zone AE,20-173-0001,Municipal Building Permit Registry,Yes
BP-2025369,2025-01-02,2026-02-24,Tulsa,OK,Tulsa,40143,37.16895,-97.154119,Commercial Renovation,I-1 Light Industrial,5308,802359.03,Issued,Yes,Pending,Zone X,40-143-0001,Municipal Building Permit Registry,Yes
BP-2025370,2025-07-22,2026-12-09,Oklahoma City,OK,Oklahoma,40109,35.349015,-96.247222,Commercial Renovation,C-2 General Commercial,64509,19850705.57,Completed,Yes,Passed,No,40-109-0101,Municipal Building Permit Registry,Yes
BP-2025371,2026-03-04,2026-06-07,Norman,OK,Cleveland,40027,35.733485,-97.70562,Warehouse/Distribution,C-2 General Commercial,18813,4390038.55,Issued,Yes,Passed,No,40-109-0101,Municipal Building Permit Registry,Yes
BP-2025372,2025-09-15,2026-05-16,Wichita,KS,Sedgwick,20173,37.715822,-96.44707,Mixed-Use Development,M-1 Medical District,83301,19666678.44,Issued,Yes,Pending,Zone X,40-109-0101,Municipal Building Permit Registry,Yes
BP-2025373,2025-04-25,2025-11-10,Tulsa,OK,Tulsa,40143,37.426404,-96.385344,Data Center,C-1 Neighborhood Commercial,3559,567223.57,Issued,Yes,Passed,No,40-143-0001,Municipal Building Permit Registry,Yes
BP-2025374,2025-07-07,2026-05-29,Wichita,KS,Sedgwick,20173,36.860044,-95.960606,Commercial Renovation,I-1 Light Industrial,32218,9204115.52,Under Review,Yes,Passed,No,40-109-0101,Municipal Building Permit Registry,Yes
BP-2025375,2025-02-16,2026-02-26,Norman,OK,Cleveland,40027,36.071821,-97.097123,Warehouse/Distribution,C-2 General Commercial,25686,5138657.77,Issued,Yes,Passed,Zone X,20-173-0001,Municipal Building Permit Registry,Yes
BP-2025376,2025-12-23,2026-11-03,Wichita,KS,Sedgwick,20173,35.713583,-97.047544,Medical Facility,C-1 Neighborhood Commercial,44729,9288904.89,Completed,Yes,Passed,Zone AE,40-143-0001,Municipal Building Permit Registry,Yes
BP-2025377,2025-09-18,2027-01-11,Norman,OK,Cleveland,40027,36.516312,-97.782091,Food Processing Facility,I-1 Light Industrial,42801,8505024.98,Under Review,Yes,Passed,No,40-143-0001,Municipal Building Permit Registry,Yes
BP-2025378,2025-03-22,2026-06-21,Broken Arrow,OK,Tulsa,40143,36.16869,-96.546579,Medical Facility,M-1 Medical District,10012,1826303.8,Completed,Yes,Passed,Zone AE,40-143-0001,Municipal Building Permit Registry,Yes
BP-2025379,2025-02-10,2025-05-22,Norman,OK,Cleveland,40027,36.710137,-97.251692,Industrial Build-Out,C-1 Neighborhood Commercial,36345,3589026.47,Issued,Yes,Passed,No,20-173-0001,Municipal Building Permit Registry,Yes
BP-2025380,2025-03-17,2025-11-22,Broken Arrow,OK,Tulsa,40143,37.652319,-97.367358,Industrial Build-Out,C-1 Neighborhood Commercial,13954,3114557.5,Under Review,Yes,Passed,Zone AE,20-173-0001,Municipal Building Permit Registry,Yes
BP-2025381,2025-09-14,2026-05-10,Norman,OK,Cleveland,40027,36.297632,-95.978934,Medical Facility,PUD Planned Unit Development,28093,7246513.7,Issued,Yes,Pending,No,20-173-0001,Municipal Building Permit Registry,Yes
BP-2025382,2025-03-11,2025-11-21,Norman,OK,Cleveland,40027,37.518447,-97.278513,Mixed-Use Development,I-2 Heavy Industrial,20754,4350436.73,Completed,Yes,Passed,No,40-143-0001,Municipal Building Permit Registry,Yes
BP-2025383,2025-09-05,2026-12-05,Tulsa,OK,Tulsa,40143,35.586323,-97.332164,Mixed-Use Development,PUD Planned Unit Development,49359,15687747.2,Issued,Yes,Passed,No,20-173-0001,Municipal Building Permit Registry,Yes
BP-2025384,2025-05-03,2025-10-22,Wichita,KS,Sedgwick,20173,37.356249,-96.333677,Mixed-Use Development,M-1 Medical District,55976,17783505.74,Issued,Yes,Pending,No,40-143-0001,Municipal Building Permit Registry,Yes
BP-2025385,2025-09-30,2026-02-10,Oklahoma City,OK,Oklahoma,40109,37.202435,-96.636679,New Commercial Construction,C-2 General Commercial,80164,19342247.86,Issued,Yes,Passed,No,40-143-0001,Municipal Building Permit Registry,Yes
BP-2025386,2025-01-26,2025-09-19,Norman,OK,Cleveland,40027,35.390441,-97.418515,Data Center,PUD Planned Unit Development,11965,3373078.31,Issued,Yes,Pending,No,40-109-0101,Municipal Building Permit Registry,Yes
BP-2025387,2025-07-06,2026-12-13,Wichita,KS,Sedgwick,20173,36.915235,-96.852719,Office Park,M-1 Medical District,57991,8846463.45,Under Review,Pending,Passed,No,40-109-0101,Municipal Building Permit Registry,Yes
BP-2025388,2026-06-11,2027-02-05,Oklahoma City,OK,Oklahoma,40109,36.268477,-97.747997,Office Park,M-1 Medical District,66248,20585592.18,Issued,Yes,Passed,No,40-109-0101,Municipal Building Permit Registry,Yes
BP-2025389,2026-03-21,2026-10-12,Wichita,KS,Sedgwick,20173,37.142976,-97.578844,Data Center,M-1 Medical District,43253,11889290.47,Completed,Yes,Passed,No,20-173-0001,Municipal Building Permit Registry,Yes
BP-2025390,2025-01-13,2025-12-01,Tulsa,OK,Tulsa,40143,36.482929,-96.569127,Data Center,C-2 General Commercial,59873,14828283.48,Issued,Pending,Passed,No,40-109-0101,Municipal Building Permit Registry,Yes
BP-2025391,2025-03-28,2025-04-28,Norman,OK,Cleveland,40027,37.362693,-97.218539,Data Center,C-1 Neighborhood Commercial,33159,9061266.36,Completed,Pending,Passed,No,40-109-0101,Municipal Building Permit Registry,Yes
BP-2025392,2025-06-04,2026-01-27,Broken Arrow,OK,Tulsa,40143,37.119653,-97.314507,Warehouse/Distribution,C-2 General Commercial,57794,12380196.41,Completed,Yes,Pending,Zone X,20-173-0001,Municipal Building Permit Registry,Yes
BP-2025393,2025-09-05,2025-11-04,Broken Arrow,OK,Tulsa,40143,35.891546,-97.527365,Food Processing Facility,M-1 Medical District,84031,25956715.46,Issued,Yes,Passed,No,20-173-0001,Municipal Building Permit Registry,Yes
BP-2025394,2025-05-10,2026-04-29,Norman,OK,Cleveland,40027,36.052458,-97.020897,Medical Facility,C-2 General Commercial,6264,812176.75,Issued,Yes,Passed,No,40-109-0101,Municipal Building Permit Registry,Yes
BP-2025395,2026-01-15,2026-04-05,Norman,OK,Cleveland,40027,37.49962,-97.268043,Medical Facility,I-1 Light Industrial,20840,2220053.82,Completed,Yes,Passed,No,40-109-0101,Municipal Building Permit Registry,Yes
BP-2025396,2025-06-09,2026-04-08,Broken Arrow,OK,Tulsa,40143,36.352426,-96.396232,Mixed-Use Development,PUD Planned Unit Development,81076,15168856.64,Issued,Yes,Passed,Zone X,20-173-0001,Municipal Building Permit Registry,Yes
BP-2025397,2025-04-07,2026-04-06,Norman,OK,Cleveland,40027,36.961473,-96.089343,Industrial Build-Out,PUD Planned Unit Development,4340,718303.33,Completed,Yes,Passed,No,40-143-0001,Municipal Building Permit Registry,Yes
BP-2025398,2025-02-20,2026-03-12,Norman,OK,Cleveland,40027,36.078675,-96.221383,Food Processing Facility,I-2 Heavy Industrial,67071,12922970.85,Issued,Yes,Passed,Zone X,40-143-0001,Municipal Building Permit Registry,Yes
BP-2025399,2025-07-25,2026-03-19,Oklahoma City,OK,Oklahoma,40109,35.4515,-97.76723,Food Processing Facility,PUD Planned Unit Development,53590,14863417.9,Under Review,Yes,Passed,Zone AE,40-109-0101,Municipal Building Permit Registry,Yes
BP-2025400,2025-07-03,2026-06-12,Wichita,KS,Sedgwick,20173,35.77385,-96.507819,Office Park,C-1 Neighborhood Commercial,14802,4490178.9,Issued,Yes,Passed,No,20-173-0001,Municipal Building Permit Registry,Yes
BP-2025401,2025-09-15,2026-08-12,Broken Arrow,OK,Tulsa,40143,37.025143,-97.579836,Warehouse/Distribution,I-2 Heavy Industrial,5041,1112713.62,Issued,Yes,Passed,Zone X,20-173-0001,Municipal Building Permit Registry,Yes
BP-2025402,2025-01-07,2025-11-25,Wichita,KS,Sedgwick,20173,36.421458,-96.337855,New Commercial Construction,PUD Planned Unit Development,2527,555330.25,Issued,Yes,Passed,Zone X,40-143-0001,Municipal Building Permit Registry,Yes
BP-2025403,2025-06-03,2026-06-28,Broken Arrow,OK,Tulsa,40143,37.605974,-96.948987,Medical Facility,I-1 Light Industrial,8182,964627.66,Under Review,Yes,Passed,No,40-109-0101,Municipal Building Permit Registry,Yes
BP-2025404,2025-03-28,2025-05-07,Wichita,KS,Sedgwick,20173,36.500788,-96.754933,Retail Complex,I-2 Heavy Industrial,43409,12519607.06,Completed,Yes,Passed,Zone X,40-109-0101,Municipal Building Permit Registry,Yes
BP-2025405,2025-12-08,2027-01-23,Tulsa,OK,Tulsa,40143,36.583598,-97.486231,Commercial Renovation,I-1 Light Industrial,8711,1203508.04,Issued,Yes,Passed,Zone X,20-173-0001,Municipal Building Permit Registry,Yes
BP-2025406,2025-12-08,2027-01-10,Wichita,KS,Sedgwick,20173,36.145839,-97.304849,Industrial Build-Out,C-2 General Commercial,61827,17789004.99,Issued,Yes,Passed,Zone AE,20-173-0001,Municipal Building Permit Registry,Yes
BP-2025407,2026-04-29,2027-01-28,Oklahoma City,OK,Oklahoma,40109,36.396378,-96.150927,Data Center,C-1 Neighborhood Commercial,16296,3825540.72,Issued,Yes,Passed,Zone AE,20-173-0001,Municipal Building Permit Registry,Yes
BP-2025408,2025-09-12,2025-10-21,Norman,OK,Cleveland,40027,35.820473,-97.211355,Warehouse/Distribution,C-2 General Commercial,49650,15418616.75,Issued,Yes,Passed,No,40-143-0001,Municipal Building Permit Registry,Yes
BP-2025409,2025-12-20,2027-06-07,Tulsa,OK,Tulsa,40143,36.522115,-97.334319,Food Processing Facility,M-1 Medical District,46061,11768597.89,Under Review,Yes,Pending,Zone AE,40-143-0001,Municipal Building Permit Registry,Yes
BP-2025410,2025-03-13,2025-08-13,Tulsa,OK,Tulsa,40143,36.751611,-97.17708,Data Center,C-1 Neighborhood Commercial,41430,8847696.46,Under Review,Yes,Passed,No,40-109-0101,Municipal Building Permit Registry,Yes
BP-2025411,2025-06-29,2025-09-29,Wichita,KS,Sedgwick,20173,37.314822,-96.833089,New Commercial Construction,I-1 Light Industrial,23719,2052154.84,Issued,Yes,Pending,Zone X,40-143-0001,Municipal Building Permit Registry,Yes
BP-2025412,2026-01-15,2026-11-30,Norman,OK,Cleveland,40027,35.668898,-96.72322,Data Center,I-2 Heavy Industrial,48979,14455591.35,Issued,Yes,Passed,Zone X,20-173-0001,Municipal Building Permit Registry,Yes
BP-2025413,2025-11-19,2027-04-06,Tulsa,OK,Tulsa,40143,36.135486,-96.803148,Retail Complex,M-1 Medical District,82629,25315937.69,Issued,Yes,Passed,Zone X,40-143-0001,Municipal Building Permit Registry,Yes
BP-2025414,2025-04-16,2026-02-05,Wichita,KS,Sedgwick,20173,36.574366,-97.246296,New Commercial Construction,C-2 General Commercial,74732,11273326.32,Issued,Yes,Passed,Zone X,20-173-0001,Municipal Building Permit Registry,Yes
BP-2025415,2025-09-20,2026-11-22,Norman,OK,Cleveland,40027,35.82272,-97.184348,Medical Facility,PUD Planned Unit Development,55296,15495083.67,Under Review,Yes,Pending,No,20-173-0001,Municipal Building Permit Registry,Yes
BP-2025416,2025-02-22,2026-05-01,Tulsa,OK,Tulsa,40143,35.791741,-96.701277,Food Processing Facility,PUD Planned Unit Development,25446,4393865.5,Issued,Yes,Passed,Zone X,40-143-0001,Municipal Building Permit Registry,Yes
BP-2025417,2026-03-28,2026-10-09,Wichita,KS,Sedgwick,20173,36.901595,-97.579594,Mixed-Use Development,C-2 General Commercial,39931,4907058.09,Issued,Yes,Passed,Zone X,20-173-0001,Municipal Building Permit Registry,Yes
BP-2025418,2025-02-13,2025-05-18,Broken Arrow,OK,Tulsa,40143,37.471636,-96.312736,Retail Complex,C-2 General Commercial,41171,3873907.49,Issued,Yes,Passed,Zone X,40-109-0101,Municipal Building Permit Registry,Yes
BP-2025419,2025-01-03,2025-07-12,Wichita,KS,Sedgwick,20173,36.557065,-96.006329,Commercial Renovation,M-1 Medical District,71914,20492476.22,Issued,Yes,Passed,No,40-143-0001,Municipal Building Permit Registry,Yes
BP-2025420,2025-12-08,2026-11-18,Norman,OK,Cleveland,40027,36.358968,-96.62865,Warehouse/Distribution,I-1 Light Industrial,30323,2857270.89,Issued,Yes,Pending,Zone X,40-109-0101,Municipal Building Permit Registry,Yes
BP-2025421,2026-05-27,2026-11-27,Broken Arrow,OK,Tulsa,40143,37.25487,-96.654112,Commercial Renovation,C-1 Neighborhood Commercial,67591,12243937.49,Issued,Yes,Passed,Zone X,40-109-0101,Municipal Building Permit Registry,Yes
BP-2025422,2025-02-16,2025-10-31,Norman,OK,Cleveland,40027,35.425294,-97.642132,Industrial Build-Out,PUD Planned Unit Development,41322,8273585.16,Issued,Pending,Pending,No,40-109-0101,Municipal Building Permit Registry,Yes
BP-2025423,2026-02-18,2027-01-16,Broken Arrow,OK,Tulsa,40143,36.752559,-97.01188,Commercial Renovation,C-2 General Commercial,80656,11414254.68,Issued,Yes,Passed,No,20-173-0001,Municipal Building Permit Registry,Yes
BP-2025424,2026-01-31,2026-03-19,Broken Arrow,OK,Tulsa,40143,36.591515,-96.784573,Warehouse/Distribution,C-1 Neighborhood Commercial,16742,3120168.1,Under Review,Yes,Passed,No,40-109-0101,Municipal Building Permit Registry,Yes
BP-2025425,2026-02-13,2027-07-02,Broken Arrow,OK,Tulsa,40143,36.354896,-97.730338,Medical Facility,I-2 Heavy Industrial,75984,14292112.59,Issued,Yes,Pending,No,20-173-0001,Municipal Building Permit Registry,Yes
BP-2025426,2025-02-08,2025-06-04,Norman,OK,Cleveland,40027,36.348945,-97.626445,Mixed-Use Development,C-2 General Commercial,83712,21707874.1,Completed,Yes,Passed,Zone X,20-173-0001,Municipal Building Permit Registry,Yes
BP-2025427,2026-03-11,2026-06-08,Wichita,KS,Sedgwick,20173,37.400723,-97.505303,Food Processing Facility,I-2 Heavy Industrial,45837,14253475.93,Issued,Yes,Pending,No,20-173-0001,Municipal Building Permit Registry,Yes
BP-2025428,2025-02-17,2026-06-26,Wichita,KS,Sedgwick,20173,36.498788,-95.856109,Warehouse/Distribution,C-1 Neighborhood Commercial,49428,7565712.15,Issued,Yes,Passed,No,20-173-0001,Municipal Building Permit Registry,Yes
BP-2025429,2025-04-26,2026-09-08,Broken Arrow,OK,Tulsa,40143,36.572061,-96.604117,Medical Facility,I-2 Heavy Industrial,6345,1869234.99,Under Review,Yes,Passed,No,20-173-0001,Municipal Building Permit Registry,Yes
BP-2025430,2025-07-11,2026-04-30,Tulsa,OK,Tulsa,40143,36.639024,-96.606227,Office Park,C-1 Neighborhood Commercial,81007,16880912.76,Issued,Yes,Passed,No,40-143-0001,Municipal Building Permit Registry,Yes
BP-2025431,2025-11-14,2027-04-03,Broken Arrow,OK,Tulsa,40143,35.32116,-96.390678,Office Park,I-2 Heavy Industrial,74628,18951561.01,Issued,Yes,Passed,Zone AE,20-173-0001,Municipal Building Permit Registry,Yes
BP-2025432,2026-03-19,2027-06-10,Wichita,KS,Sedgwick,20173,36.600877,-97.765072,Warehouse/Distribution,C-2 General Commercial,51210,4717842.03,Issued,Yes,Passed,Zone X,20-173-0001,Municipal Building Permit Registry,Yes
BP-2025433,2025-12-11,2026-05-15,Tulsa,OK,Tulsa,40143,37.761128,-97.321128,Food Processing Facility,M-1 Medical District,52753,5347616.74,Under Review,Yes,Passed,No,40-143-0001,Municipal Building Permit Registry,Yes
BP-2025434,2025-09-28,2025-11-05,Broken Arrow,OK,Tulsa,40143,36.44114,-96.751354,Warehouse/Distribution,I-1 Light Industrial,27675,7575123.88,Completed,Yes,Passed,No,40-109-0101,Municipal Building Permit Registry,Yes
BP-2025435,2025-03-10,2026-06-05,Norman,OK,Cleveland,40027,35.523129,-97.386207,Data Center,M-1 Medical District,73764,17070731.65,Issued,Yes,Pending,Zone AE,40-143-0001,Municipal Building Permit Registry,Yes
BP-2025436,2026-04-30,2026-10-26,Oklahoma City,OK,Oklahoma,40109,35.331331,-97.732707,Retail Complex,I-1 Light Industrial,72347,22437984.34,Issued,Yes,Pending,Zone X,20-173-0001,Municipal Building Permit Registry,Yes
BP-2025437,2025-03-20,2025-05-13,Wichita,KS,Sedgwick,20173,36.762211,-96.589723,Industrial Build-Out,M-1 Medical District,26658,6009427.09,Issued,Pending,Passed,No,40-143-0001,Municipal Building Permit Registry,Yes
BP-2025438,2025-08-12,2026-03-22,Tulsa,OK,Tulsa,40143,36.094147,-97.242346,Industrial Build-Out,I-1 Light Industrial,59862,5338502.0,Completed,Yes,Passed,No,20-173-0001,Municipal Building Permit Registry,Yes
BP-2025439,2026-02-24,2026-03-30,Tulsa,OK,Tulsa,40143,35.859283,-96.795094,Mixed-Use Development,M-1 Medical District,77887,15944644.09,Issued,Yes,Pending,No,40-143-0001,Municipal Building Permit Registry,Yes
BP-2025440,2026-03-23,2027-07-11,Oklahoma City,OK,Oklahoma,40109,36.03071,-96.50405,Office Park,PUD Planned Unit Development,41469,4282560.0,Completed,Yes,Passed,Zone X,20-173-0001,Municipal Building Permit Registry,Yes
BP-2025441,2025-07-07,2026-07-29,Oklahoma City,OK,Oklahoma,40109,37.01699,-97.601029,Data Center,M-1 Medical District,25155,4233301.91,Issued,Yes,Passed,No,40-109-0101,Municipal Building Permit Registry,Yes
BP-2025442,2025-08-04,2026-11-06,Tulsa,OK,Tulsa,40143,35.452775,-96.515625,Food Processing Facility,C-1 Neighborhood Commercial,31988,5111670.11,Issued,Yes,Pending,No,20-173-0001,Municipal Building Permit Registry,Yes
BP-2025443,2025-02-19,2025-12-18,Oklahoma City,OK,Oklahoma,40109,36.293527,-97.499429,Medical Facility,PUD Planned Unit Development,5779,1490566.97,Issued,Yes,Passed,No,40-143-0001,Municipal Building Permit Registry,Yes
BP-2025444,2026-04-13,2027-05-11,Broken Arrow,OK,Tulsa,40143,37.473102,-96.130918,Office Park,PUD Planned Unit Development,38622,6002964.17,Issued,Yes,Passed,Zone AE,40-109-0101,Municipal Building Permit Registry,Yes
BP-2025445,2025-10-19,2026-06-29,Oklahoma City,OK,Oklahoma,40109,36.174453,-97.381412,Food Processing Facility,PUD Planned Unit Development,58320,10367977.29,Issued,Yes,Passed,Zone X,40-109-0101,Municipal Building Permit Registry,Yes
BP-2025446,2026-01-21,2027-03-20,Oklahoma City,OK,Oklahoma,40109,37.290978,-96.672683,New Commercial Construction,PUD Planned Unit Development,52651,12226109.19,Issued,Yes,Pending,Zone X,20-173-0001,Municipal Building Permit Registry,Yes
BP-2025447,2025-11-10,2026-12-12,Wichita,KS,Sedgwick,20173,35.918082,-95.990254,Mixed-Use Development,C-2 General Commercial,57253,13849695.48,Issued,Yes,Pending,Zone AE,20-173-0001,Municipal Building Permit Registry,Yes
BP-2025448,2026-04-29,2026-09-08,Broken Arrow,OK,Tulsa,40143,36.772563,-95.890736,Commercial Renovation,C-2 General Commercial,29316,8282815.96,Issued,Yes,Passed,Zone X,40-143-0001,Municipal Building Permit Registry,Yes
BP-2025449,2026-03-28,2026-11-22,Wichita,KS,Sedgwick,20173,36.311919,-96.956083,Retail Complex,C-2 General Commercial,13386,1632306.68,Issued,Yes,Passed,Zone AE,40-109-0101,Municipal Building Permit Registry,Yes
BP-2025450,2025-09-16,2026-04-28,Oklahoma City,OK,Oklahoma,40109,37.095085,-96.883117,Warehouse/Distribution,C-1 Neighborhood Commercial,25284,6597228.81,Under Review,Yes,Passed,Zone AE,40-109-0101,Municipal Building Permit Registry,Yes
BP-2025451,2025-10-19,2026-10-28,Wichita,KS,Sedgwick,20173,36.349514,-97.353442,Commercial Renovation,C-1 Neighborhood Commercial,52386,12200317.4,Issued,Yes,Passed,No,40-143-0001,Municipal Building Permit Registry,Yes
BP-2025452,2025-09-08,2026-08-23,Oklahoma City,OK,Oklahoma,40109,36.24709,-97.335761,Mixed-Use Development,C-1 Neighborhood Commercial,80664,13507201.69,Issued,Pending,Passed,No,20-173-0001,Municipal Building Permit Registry,Yes
BP-2025453,2025-08-13,2026-10-28,Wichita,KS,Sedgwick,20173,37.100784,-96.048015,Mixed-Use Development,PUD Planned Unit Development,53398,14878294.6,Issued,Yes,Passed,No,40-109-0101,Municipal Building Permit Registry,Yes
BP-2025454,2026-01-01,2026-10-20,Norman,OK,Cleveland,40027,37.567557,-97.278648,Commercial Renovation,C-2 General Commercial,68649,15608298.69,Issued,Yes,Pending,Zone X,40-109-0101,Municipal Building Permit Registry,Yes
BP-2025455,2025-07-31,2026-05-29,Norman,OK,Cleveland,40027,37.667277,-95.982374,Commercial Renovation,M-1 Medical District,59165,7109351.57,Issued,Yes,Passed,No,40-109-0101,Municipal Building Permit Registry,Yes
BP-2025456,2026-02-21,2026-03-29,Broken Arrow,OK,Tulsa,40143,37.197652,-96.609871,Data Center,C-2 General Commercial,31274,8017587.72,Completed,Yes,Passed,Zone AE,20-173-0001,Municipal Building Permit Registry,Yes
BP-2025457,2025-08-02,2026-10-04,Norman,OK,Cleveland,40027,36.187196,-96.899865,Food Processing Facility,C-2 General Commercial,70432,19470316.98,Issued,Pending,Passed,No,40-109-0101,Municipal Building Permit Registry,Yes
BP-2025458,2025-12-24,2027-04-23,Norman,OK,Cleveland,40027,36.777525,-96.592872,Food Processing Facility,I-1 Light Industrial,47762,11601129.86,Issued,Yes,Passed,No,40-109-0101,Municipal Building Permit Registry,Yes
BP-2025459,2025-11-09,2026-12-04,Wichita,KS,Sedgwick,20173,35.690979,-96.261998,Mixed-Use Development,PUD Planned Unit Development,34181,6418267.06,Completed,Yes,Pending,Zone AE,40-143-0001,Municipal Building Permit Registry,Yes
BP-2025460,2025-10-10,2026-07-05,Wichita,KS,Sedgwick,20173,35.586652,-96.63063,Medical Facility,I-2 Heavy Industrial,23995,3905981.66,Issued,Yes,Pending,No,40-109-0101,Municipal Building Permit Registry,Yes
BP-2025461,2026-06-07,2027-10-09,Tulsa,OK,Tulsa,40143,37.100778,-97.200411,Retail Complex,M-1 Medical District,30477,5418476.98,Completed,Yes,Passed,No,20-173-0001,Municipal Building Permit Registry,Yes
BP-2025462,2025-04-25,2026-09-20,Oklahoma City,OK,Oklahoma,40109,36.997808,-96.275862,Commercial Renovation,PUD Planned Unit Development,64113,6732347.2,Completed,Pending,Passed,No,40-109-0101,Municipal Building Permit Registry,Yes
BP-2025463,2025-01-20,2026-07-08,Tulsa,OK,Tulsa,40143,37.284508,-96.510075,Commercial Renovation,PUD Planned Unit Development,37602,8992405.62,Issued,Yes,Pending,No,40-109-0101,Municipal Building Permit Registry,Yes
