record_id,week_start_date,week_end_date,zip_code,city,state,county,facility_name,icd10_code,diagnosis_description,admission_count,er_visit_count,avg_length_of_stay,avg_aqi_for_week,data_source,reporting_period,data_classification,hipaa_compliant,certified
HAR-13069,2026-03-18,2026-03-24,66101,Kansas City,KS,Wyandotte,University of Kansas Health System,J45.1,Mild persistent asthma,9,17,3.7,56.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13070,2026-03-18,2026-03-24,66101,Kansas City,KS,Wyandotte,University of Kansas Health System,J44.1,COPD with acute exacerbation,9,18,3.7,20.6,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13071,2026-03-18,2026-03-24,66101,Kansas City,KS,Wyandotte,University of Kansas Health System,J45.0,Mild intermittent asthma,14,15,1.8,59.7,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13072,2026-03-25,2026-03-31,73101,Oklahoma City,OK,Oklahoma,Ascension Via Christi Wichita,J45.2,Moderate persistent asthma,15,30,1.7,25.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13073,2026-03-25,2026-03-31,73101,Oklahoma City,OK,Oklahoma,Ascension Via Christi Wichita,J45.0,Mild intermittent asthma,11,38,2.3,35.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13074,2026-03-25,2026-03-31,73101,Oklahoma City,OK,Oklahoma,Ascension Via Christi Wichita,J22,Acute lower respiratory infection,4,32,3.1,47.6,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13075,2026-03-25,2026-03-31,73101,Oklahoma City,OK,Oklahoma,St. Francis Hospital Tulsa,J06.9,Acute upper respiratory infection,9,34,3.0,58.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13076,2026-03-25,2026-03-31,73101,Oklahoma City,OK,Oklahoma,St. Francis Hospital Tulsa,J44.1,COPD with acute exacerbation,10,20,2.3,37.9,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13077,2026-03-25,2026-03-31,73101,Oklahoma City,OK,Oklahoma,St. Francis Hospital Tulsa,J45.2,Moderate persistent asthma,12,22,3.4,51.0,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13078,2026-03-25,2026-03-31,73102,Oklahoma City,OK,Oklahoma,Wesley Medical Center Wichita,J45.0,Mild intermittent asthma,4,38,2.3,51.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13079,2026-03-25,2026-03-31,73102,Oklahoma City,OK,Oklahoma,Wesley Medical Center Wichita,J06.9,Acute upper respiratory infection,14,25,4.8,45.2,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13080,2026-03-25,2026-03-31,73102,Oklahoma City,OK,Oklahoma,Wesley Medical Center Wichita,J44.1,COPD with acute exacerbation,7,13,2.2,47.7,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13081,2026-03-25,2026-03-31,73102,Oklahoma City,OK,Oklahoma,St. Francis Hospital Tulsa,J44.1,COPD with acute exacerbation,11,35,3.5,56.3,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13082,2026-03-25,2026-03-31,73102,Oklahoma City,OK,Oklahoma,St. Francis Hospital Tulsa,J06.9,Acute upper respiratory infection,17,30,2.7,53.3,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13083,2026-03-25,2026-03-31,73102,Oklahoma City,OK,Oklahoma,St. Francis Hospital Tulsa,J22,Acute lower respiratory infection,8,27,4.6,44.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13084,2026-03-25,2026-03-31,73103,Oklahoma City,OK,Oklahoma,St. Francis Hospital Tulsa,J44.1,COPD with acute exacerbation,11,21,4.1,53.3,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13085,2026-03-25,2026-03-31,73103,Oklahoma City,OK,Oklahoma,St. Francis Hospital Tulsa,J45.1,Mild persistent asthma,10,35,3.2,59.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13086,2026-03-25,2026-03-31,73103,Oklahoma City,OK,Oklahoma,St. Francis Hospital Tulsa,J06.9,Acute upper respiratory infection,6,28,5.1,40.6,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13087,2026-03-25,2026-03-31,73103,Oklahoma City,OK,Oklahoma,OU Health University Hospital,R05,Cough,15,24,3.2,38.2,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13088,2026-03-25,2026-03-31,73103,Oklahoma City,OK,Oklahoma,OU Health University Hospital,J18.9,"Pneumonia, unspecified",21,26,3.4,37.0,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13089,2026-03-25,2026-03-31,73103,Oklahoma City,OK,Oklahoma,OU Health University Hospital,J06.9,Acute upper respiratory infection,14,23,3.4,44.0,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13090,2026-03-25,2026-03-31,74101,Tulsa,OK,Tulsa,St. Francis Hospital Tulsa,J22,Acute lower respiratory infection,17,22,4.1,55.7,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13091,2026-03-25,2026-03-31,74101,Tulsa,OK,Tulsa,St. Francis Hospital Tulsa,J44.1,COPD with acute exacerbation,14,25,3.1,35.8,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13092,2026-03-25,2026-03-31,74101,Tulsa,OK,Tulsa,St. Francis Hospital Tulsa,R05,Cough,21,25,3.7,55.9,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13093,2026-03-25,2026-03-31,74101,Tulsa,OK,Tulsa,OU Health University Hospital,J44.1,COPD with acute exacerbation,7,34,4.0,41.6,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13094,2026-03-25,2026-03-31,74101,Tulsa,OK,Tulsa,OU Health University Hospital,J45.2,Moderate persistent asthma,18,19,4.8,33.1,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13095,2026-03-25,2026-03-31,74101,Tulsa,OK,Tulsa,OU Health University Hospital,J22,Acute lower respiratory infection,13,17,2.6,48.4,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13096,2026-03-25,2026-03-31,74102,Tulsa,OK,Tulsa,Wesley Medical Center Wichita,J06.9,Acute upper respiratory infection,12,39,3.0,15.4,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13097,2026-03-25,2026-03-31,74102,Tulsa,OK,Tulsa,Wesley Medical Center Wichita,R05,Cough,14,35,3.3,37.1,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13098,2026-03-25,2026-03-31,74102,Tulsa,OK,Tulsa,Wesley Medical Center Wichita,J44.1,COPD with acute exacerbation,17,41,2.8,49.6,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13099,2026-03-25,2026-03-31,74102,Tulsa,OK,Tulsa,Mercy Hospital OKC,J18.9,"Pneumonia, unspecified",13,32,3.3,38.6,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13100,2026-03-25,2026-03-31,74102,Tulsa,OK,Tulsa,Mercy Hospital OKC,J44.1,COPD with acute exacerbation,16,30,3.4,56.6,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13101,2026-03-25,2026-03-31,74102,Tulsa,OK,Tulsa,Mercy Hospital OKC,J45.0,Mild intermittent asthma,17,22,2.8,60.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13102,2026-03-25,2026-03-31,67201,Wichita,KS,Sedgwick,OU Health University Hospital,J45.2,Moderate persistent asthma,10,38,3.7,55.8,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13103,2026-03-25,2026-03-31,67201,Wichita,KS,Sedgwick,OU Health University Hospital,J44.1,COPD with acute exacerbation,13,20,2.0,31.1,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13104,2026-03-25,2026-03-31,67201,Wichita,KS,Sedgwick,OU Health University Hospital,R05,Cough,4,30,4.2,53.9,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13105,2026-03-25,2026-03-31,67201,Wichita,KS,Sedgwick,Ascension Via Christi Wichita,J45.2,Moderate persistent asthma,20,22,3.8,54.7,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13106,2026-03-25,2026-03-31,67201,Wichita,KS,Sedgwick,Ascension Via Christi Wichita,J22,Acute lower respiratory infection,7,30,2.3,67.1,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13107,2026-03-25,2026-03-31,67201,Wichita,KS,Sedgwick,Ascension Via Christi Wichita,J45.1,Mild persistent asthma,11,15,3.8,54.4,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13108,2026-03-25,2026-03-31,67202,Wichita,KS,Sedgwick,St. Francis Hospital Tulsa,J45.1,Mild persistent asthma,12,40,2.9,17.6,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13109,2026-03-25,2026-03-31,67202,Wichita,KS,Sedgwick,St. Francis Hospital Tulsa,J22,Acute lower respiratory infection,8,39,2.7,60.2,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13110,2026-03-25,2026-03-31,67202,Wichita,KS,Sedgwick,St. Francis Hospital Tulsa,R05,Cough,10,27,4.8,50.1,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13111,2026-03-25,2026-03-31,67202,Wichita,KS,Sedgwick,Ascension Via Christi Wichita,J44.1,COPD with acute exacerbation,10,23,1.9,61.3,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13112,2026-03-25,2026-03-31,67202,Wichita,KS,Sedgwick,Ascension Via Christi Wichita,J22,Acute lower respiratory infection,10,30,4.5,66.0,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13113,2026-03-25,2026-03-31,67202,Wichita,KS,Sedgwick,Ascension Via Christi Wichita,J18.9,"Pneumonia, unspecified",16,27,3.4,31.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13114,2026-03-25,2026-03-31,66101,Kansas City,KS,Wyandotte,Mercy Hospital OKC,J22,Acute lower respiratory infection,9,7,3.2,62.7,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13115,2026-03-25,2026-03-31,66101,Kansas City,KS,Wyandotte,Mercy Hospital OKC,J45.2,Moderate persistent asthma,10,27,2.6,30.1,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13116,2026-03-25,2026-03-31,66101,Kansas City,KS,Wyandotte,Mercy Hospital OKC,J06.9,Acute upper respiratory infection,10,22,2.1,31.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13117,2026-03-25,2026-03-31,66101,Kansas City,KS,Wyandotte,University of Kansas Health System,J45.2,Moderate persistent asthma,16,21,3.7,43.3,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13118,2026-03-25,2026-03-31,66101,Kansas City,KS,Wyandotte,University of Kansas Health System,J18.9,"Pneumonia, unspecified",5,19,2.7,48.9,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13119,2026-03-25,2026-03-31,66101,Kansas City,KS,Wyandotte,University of Kansas Health System,R05,Cough,14,19,4.9,47.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13120,2026-04-01,2026-04-07,73101,Oklahoma City,OK,Oklahoma,St. Francis Hospital Tulsa,J45.0,Mild intermittent asthma,12,41,2.9,28.7,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13121,2026-04-01,2026-04-07,73101,Oklahoma City,OK,Oklahoma,St. Francis Hospital Tulsa,J18.9,"Pneumonia, unspecified",4,18,3.4,41.0,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13122,2026-04-01,2026-04-07,73101,Oklahoma City,OK,Oklahoma,St. Francis Hospital Tulsa,J44.1,COPD with acute exacerbation,7,26,3.3,53.6,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13123,2026-04-01,2026-04-07,73101,Oklahoma City,OK,Oklahoma,OU Health University Hospital,J44.1,COPD with acute exacerbation,13,36,3.6,28.3,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13124,2026-04-01,2026-04-07,73101,Oklahoma City,OK,Oklahoma,OU Health University Hospital,J45.1,Mild persistent asthma,11,34,2.9,36.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13125,2026-04-01,2026-04-07,73101,Oklahoma City,OK,Oklahoma,OU Health University Hospital,J22,Acute lower respiratory infection,11,31,2.5,58.2,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13126,2026-04-01,2026-04-07,73102,Oklahoma City,OK,Oklahoma,Mercy Hospital OKC,J45.1,Mild persistent asthma,11,23,3.2,45.7,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13127,2026-04-01,2026-04-07,73102,Oklahoma City,OK,Oklahoma,Mercy Hospital OKC,J22,Acute lower respiratory infection,10,29,3.1,52.2,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13128,2026-04-01,2026-04-07,73102,Oklahoma City,OK,Oklahoma,Mercy Hospital OKC,J06.9,Acute upper respiratory infection,14,28,2.4,52.1,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13129,2026-04-01,2026-04-07,73102,Oklahoma City,OK,Oklahoma,Ascension Via Christi Wichita,J44.1,COPD with acute exacerbation,13,26,3.5,61.4,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13130,2026-04-01,2026-04-07,73102,Oklahoma City,OK,Oklahoma,Ascension Via Christi Wichita,J22,Acute lower respiratory infection,23,21,2.6,51.8,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13131,2026-04-01,2026-04-07,73102,Oklahoma City,OK,Oklahoma,Ascension Via Christi Wichita,J18.9,"Pneumonia, unspecified",8,25,2.5,41.1,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13132,2026-04-01,2026-04-07,73103,Oklahoma City,OK,Oklahoma,Wesley Medical Center Wichita,J22,Acute lower respiratory infection,16,35,4.0,47.8,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13133,2026-04-01,2026-04-07,73103,Oklahoma City,OK,Oklahoma,Wesley Medical Center Wichita,J45.1,Mild persistent asthma,18,47,4.0,49.3,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13134,2026-04-01,2026-04-07,73103,Oklahoma City,OK,Oklahoma,Wesley Medical Center Wichita,J44.1,COPD with acute exacerbation,4,46,3.3,32.9,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13135,2026-04-01,2026-04-07,73103,Oklahoma City,OK,Oklahoma,Mercy Hospital OKC,J44.1,COPD with acute exacerbation,2,30,2.9,37.3,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13136,2026-04-01,2026-04-07,73103,Oklahoma City,OK,Oklahoma,Mercy Hospital OKC,J45.2,Moderate persistent asthma,15,26,3.0,52.7,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13137,2026-04-01,2026-04-07,73103,Oklahoma City,OK,Oklahoma,Mercy Hospital OKC,J06.9,Acute upper respiratory infection,14,28,2.7,47.0,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13138,2026-04-01,2026-04-07,74101,Tulsa,OK,Tulsa,Mercy Hospital OKC,J45.1,Mild persistent asthma,15,33,3.7,21.1,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13139,2026-04-01,2026-04-07,74101,Tulsa,OK,Tulsa,Mercy Hospital OKC,J06.9,Acute upper respiratory infection,6,16,3.9,22.4,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13140,2026-04-01,2026-04-07,74101,Tulsa,OK,Tulsa,Mercy Hospital OKC,J44.1,COPD with acute exacerbation,9,19,3.9,47.6,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13141,2026-04-01,2026-04-07,74101,Tulsa,OK,Tulsa,St. Francis Hospital Tulsa,J06.9,Acute upper respiratory infection,17,11,3.0,64.3,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13142,2026-04-01,2026-04-07,74101,Tulsa,OK,Tulsa,St. Francis Hospital Tulsa,J18.9,"Pneumonia, unspecified",15,30,3.1,41.7,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13143,2026-04-01,2026-04-07,74101,Tulsa,OK,Tulsa,St. Francis Hospital Tulsa,R05,Cough,10,31,4.4,53.1,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13144,2026-04-01,2026-04-07,74102,Tulsa,OK,Tulsa,St. Francis Hospital Tulsa,J22,Acute lower respiratory infection,16,25,2.7,33.3,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13145,2026-04-01,2026-04-07,74102,Tulsa,OK,Tulsa,St. Francis Hospital Tulsa,J45.2,Moderate persistent asthma,19,32,3.7,24.0,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13146,2026-04-01,2026-04-07,74102,Tulsa,OK,Tulsa,St. Francis Hospital Tulsa,J45.0,Mild intermittent asthma,9,28,2.7,29.7,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13147,2026-04-01,2026-04-07,74102,Tulsa,OK,Tulsa,Ascension Via Christi Wichita,J18.9,"Pneumonia, unspecified",10,28,3.7,66.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13148,2026-04-01,2026-04-07,74102,Tulsa,OK,Tulsa,Ascension Via Christi Wichita,R05,Cough,11,35,3.2,44.7,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13149,2026-04-01,2026-04-07,74102,Tulsa,OK,Tulsa,Ascension Via Christi Wichita,J45.0,Mild intermittent asthma,14,39,4.2,45.7,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13150,2026-04-01,2026-04-07,67201,Wichita,KS,Sedgwick,OU Health University Hospital,J45.0,Mild intermittent asthma,5,26,3.9,51.1,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13151,2026-04-01,2026-04-07,67201,Wichita,KS,Sedgwick,OU Health University Hospital,J18.9,"Pneumonia, unspecified",11,13,2.4,68.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13152,2026-04-01,2026-04-07,67201,Wichita,KS,Sedgwick,OU Health University Hospital,R05,Cough,13,33,2.7,46.4,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13153,2026-04-01,2026-04-07,67201,Wichita,KS,Sedgwick,University of Kansas Health System,J45.0,Mild intermittent asthma,14,32,4.4,36.8,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13154,2026-04-01,2026-04-07,67201,Wichita,KS,Sedgwick,University of Kansas Health System,J18.9,"Pneumonia, unspecified",12,25,3.5,28.0,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13155,2026-04-01,2026-04-07,67201,Wichita,KS,Sedgwick,University of Kansas Health System,J44.1,COPD with acute exacerbation,19,32,1.3,61.8,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13156,2026-04-01,2026-04-07,67202,Wichita,KS,Sedgwick,St. Francis Hospital Tulsa,J45.2,Moderate persistent asthma,16,26,2.9,72.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13157,2026-04-01,2026-04-07,67202,Wichita,KS,Sedgwick,St. Francis Hospital Tulsa,R05,Cough,6,23,3.7,42.8,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13158,2026-04-01,2026-04-07,67202,Wichita,KS,Sedgwick,St. Francis Hospital Tulsa,J44.1,COPD with acute exacerbation,11,27,4.4,51.2,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13159,2026-04-01,2026-04-07,67202,Wichita,KS,Sedgwick,Mercy Hospital OKC,J06.9,Acute upper respiratory infection,16,35,2.8,51.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13160,2026-04-01,2026-04-07,67202,Wichita,KS,Sedgwick,Mercy Hospital OKC,J45.1,Mild persistent asthma,10,28,2.8,65.7,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13161,2026-04-01,2026-04-07,67202,Wichita,KS,Sedgwick,Mercy Hospital OKC,J18.9,"Pneumonia, unspecified",11,21,3.9,41.9,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13162,2026-04-01,2026-04-07,66101,Kansas City,KS,Wyandotte,University of Kansas Health System,J45.0,Mild intermittent asthma,6,19,3.0,51.3,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13163,2026-04-01,2026-04-07,66101,Kansas City,KS,Wyandotte,University of Kansas Health System,J45.1,Mild persistent asthma,13,37,2.1,60.0,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13164,2026-04-01,2026-04-07,66101,Kansas City,KS,Wyandotte,University of Kansas Health System,J06.9,Acute upper respiratory infection,10,47,2.6,62.3,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13165,2026-04-01,2026-04-07,66101,Kansas City,KS,Wyandotte,Wesley Medical Center Wichita,J45.2,Moderate persistent asthma,5,39,1.8,31.8,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13166,2026-04-01,2026-04-07,66101,Kansas City,KS,Wyandotte,Wesley Medical Center Wichita,J45.0,Mild intermittent asthma,14,41,3.7,48.4,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13167,2026-04-01,2026-04-07,66101,Kansas City,KS,Wyandotte,Wesley Medical Center Wichita,R05,Cough,12,18,3.2,46.8,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13168,2026-04-08,2026-04-14,73101,Oklahoma City,OK,Oklahoma,OU Health University Hospital,J45.2,Moderate persistent asthma,11,23,2.1,37.2,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13169,2026-04-08,2026-04-14,73101,Oklahoma City,OK,Oklahoma,OU Health University Hospital,J45.1,Mild persistent asthma,10,34,2.9,40.6,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13170,2026-04-08,2026-04-14,73101,Oklahoma City,OK,Oklahoma,OU Health University Hospital,R05,Cough,10,26,3.1,39.3,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13171,2026-04-08,2026-04-14,73101,Oklahoma City,OK,Oklahoma,Ascension Via Christi Wichita,J22,Acute lower respiratory infection,7,19,2.7,39.4,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13172,2026-04-08,2026-04-14,73101,Oklahoma City,OK,Oklahoma,Ascension Via Christi Wichita,R05,Cough,3,34,2.9,50.3,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13173,2026-04-08,2026-04-14,73101,Oklahoma City,OK,Oklahoma,Ascension Via Christi Wichita,J06.9,Acute upper respiratory infection,13,34,2.7,44.3,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13174,2026-04-08,2026-04-14,73102,Oklahoma City,OK,Oklahoma,Mercy Hospital OKC,J06.9,Acute upper respiratory infection,8,51,2.4,52.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13175,2026-04-08,2026-04-14,73102,Oklahoma City,OK,Oklahoma,Mercy Hospital OKC,J44.1,COPD with acute exacerbation,12,22,1.8,68.6,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13176,2026-04-08,2026-04-14,73102,Oklahoma City,OK,Oklahoma,Mercy Hospital OKC,R05,Cough,7,18,2.3,22.8,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13177,2026-04-08,2026-04-14,73102,Oklahoma City,OK,Oklahoma,Ascension Via Christi Wichita,J44.1,COPD with acute exacerbation,11,30,2.7,50.8,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13178,2026-04-08,2026-04-14,73102,Oklahoma City,OK,Oklahoma,Ascension Via Christi Wichita,J45.2,Moderate persistent asthma,11,29,4.2,39.7,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13179,2026-04-08,2026-04-14,73102,Oklahoma City,OK,Oklahoma,Ascension Via Christi Wichita,R05,Cough,12,21,2.0,61.1,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13180,2026-04-08,2026-04-14,73103,Oklahoma City,OK,Oklahoma,OU Health University Hospital,J44.1,COPD with acute exacerbation,9,6,1.3,36.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13181,2026-04-08,2026-04-14,73103,Oklahoma City,OK,Oklahoma,OU Health University Hospital,J06.9,Acute upper respiratory infection,10,23,3.2,26.0,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13182,2026-04-08,2026-04-14,73103,Oklahoma City,OK,Oklahoma,OU Health University Hospital,J45.2,Moderate persistent asthma,13,27,4.3,47.0,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13183,2026-04-08,2026-04-14,73103,Oklahoma City,OK,Oklahoma,St. Francis Hospital Tulsa,J45.1,Mild persistent asthma,13,25,3.5,86.2,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13184,2026-04-08,2026-04-14,73103,Oklahoma City,OK,Oklahoma,St. Francis Hospital Tulsa,J18.9,"Pneumonia, unspecified",11,37,3.4,68.4,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13185,2026-04-08,2026-04-14,73103,Oklahoma City,OK,Oklahoma,St. Francis Hospital Tulsa,J45.2,Moderate persistent asthma,15,34,1.3,37.0,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13186,2026-04-08,2026-04-14,74101,Tulsa,OK,Tulsa,Ascension Via Christi Wichita,J06.9,Acute upper respiratory infection,12,15,3.0,47.8,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13187,2026-04-08,2026-04-14,74101,Tulsa,OK,Tulsa,Ascension Via Christi Wichita,J45.1,Mild persistent asthma,15,21,3.3,26.3,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
